Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.31.69.25-115.238.245.8-22-41621-6,115.238.245.8,41621,172.31.69.25,22,6,20/02/2018 08:52:30,2036636,14,11,1123.0,1969.0,648.0,0.0,80.21428571,178.5239387,976.0,0.0,179.0,364.1864907,1518.189799,12.27514391,84859.83333,104030.9467,263442.0,11.0,2036636.0,156664.3077,106919.2715,263442.0,14.0,1803759.0,180375.9,176351.7818,472947.0,80.0,0,0,0,0,456,360,6.874080592,5.401063322,0.0,976.0,118.9230769,269.4780025,72618.39385,0,0,0,1,0,0,0,0,0.0,123.68,80.21428571,179.0,0,0,0,0,0,0,14,1123,11,1969,29200,230,7,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.69.25-66.198.240.13-22-59185-6,66.198.240.13,59185,172.31.69.25,22,6,20/02/2018 08:52:54,257024,11,11,1249.0,1969.0,736.0,0.0,113.5454545,220.8960677,976.0,0.0,179.0,364.1864907,12520.23157,85.59511952,12239.2381,13312.52632,37343.0,8.0,257024.0,25702.4,19496.81741,57147.0,8.0,237012.0,23701.2,21260.6657,58258.0,59.0,0,0,0,0,232,232,42.79755976,42.79755976,0.0,976.0,139.9130435,290.633933,84468.083,0,0,0,1,0,0,0,0,1.0,146.2727273,113.5454545,179.0,0,0,0,0,0,0,11,1249,11,1969,14600,234,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.69.25-185.171.50.102-22-13533-6,185.171.50.102,13533,172.31.69.25,22,6,20/02/2018 08:52:55,962833,11,11,1235.0,1969.0,736.0,0.0,112.2727273,221.4209073,976.0,0.0,179.0,364.1864907,3327.679878,22.84923761,45849.19048,52471.47502,119530.0,12.0,962833.0,96283.3,52796.64273,146571.0,12.0,854417.0,85441.7,60875.02711,158038.0,99.0,0,0,0,0,360,360,11.42461881,11.42461881,0.0,976.0,139.3043478,290.87383,84607.58498,0,0,0,1,0,0,0,0,1.0,145.6363636,112.2727273,179.0,0,0,0,0,0,0,11,1235,11,1969,29200,233,7,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 08:50:16,112642740,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026632875,56300000.0,186.6761902,56300000.0,56300000.0,113000000.0,56300000.0,186.6761902,56300000.0,56300000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.026632875,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,56300000.0,186.6761902,56300000.0,56300000.0,Benign
172.31.69.25-84.73.10.63-22-36008-6,84.73.10.63,36008,172.31.69.25,22,6,20/02/2018 08:54:53,1272092,12,12,1252.0,1969.0,736.0,0.0,104.3333333,213.0673531,976.0,0.0,164.0833333,351.0618848,2532.049569,18.86655997,55308.34783,70020.72283,179364.0,13.0,1270607.0,115509.7273,74495.02349,181605.0,13.0,1272070.0,115642.7273,78006.02449,224850.0,79.0,0,0,0,0,392,392,9.433279983,9.433279983,0.0,976.0,128.84,280.904444,78907.30667,0,0,0,1,0,0,0,0,1.0,134.2083333,104.3333333,164.0833333,0,0,0,0,0,0,12,1252,12,1969,14600,233,7,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.69.25-200.241.132.151-22-49914-6,200.241.132.151,49914,172.31.69.25,22,6,20/02/2018 08:55:05,1331500,13,11,1244.0,1969.0,736.0,0.0,95.69230769,206.2326294,976.0,0.0,179.0,364.1864907,2413.067968,18.02478408,57891.30435,67707.21209,177600.0,17.0,1331500.0,110958.3333,70548.01996,179408.0,17.0,1193132.0,119313.2,97157.9305,311893.0,103.0,0,0,0,0,424,360,9.763424709,8.261359369,0.0,976.0,128.52,281.0144006,78969.09333,0,0,0,1,0,0,0,0,0.0,133.875,95.69230769,179.0,0,0,0,0,0,0,13,1244,11,1969,29200,233,7,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.69.25-12.156.73.33-22-51882-6,12.156.73.33,51882,172.31.69.25,22,6,20/02/2018 08:55:53,368900,13,11,1252.0,1969.0,736.0,0.0,96.30769231,206.0385824,976.0,0.0,179.0,364.1864907,8731.363513,65.05828138,16039.13043,20922.68344,79220.0,10.0,368900.0,30741.66667,30147.83638,81679.0,34.0,343124.0,34312.4,36354.51606,120224.0,105.0,0,0,0,0,424,360,35.23990241,29.81837896,0.0,976.0,128.84,280.904444,78907.30667,0,0,0,1,0,0,0,0,0.0,134.2083333,96.30769231,179.0,0,0,0,0,0,0,13,1252,11,1969,14600,233,7,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 08:53:05,112642748,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026632873,56300000.0,86.2670273,56300000.0,56300000.0,113000000.0,56300000.0,86.2670273,56300000.0,56300000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.026632873,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,56300000.0,86.2670273,56300000.0,56300000.0,Benign
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 08:55:54,112642938,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026632828,56300000.0,144.2497834,56300000.0,56300000.0,113000000.0,56300000.0,144.2497834,56300000.0,56300000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.026632828,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,56300000.0,144.2497834,56300000.0,56300000.0,Benign
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 08:58:43,112642764,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026632869,56300000.0,108.8944443,56300000.0,56300000.0,113000000.0,56300000.0,108.8944443,56300000.0,56300000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.026632869,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,56300000.0,108.8944443,56300000.0,56300000.0,Benign
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 09:01:32,112637985,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026633999,56300000.0,2181.42442,56300000.0,56300000.0,113000000.0,56300000.0,2181.42442,56300000.0,56300000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.026633999,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,56300000.0,2181.42442,56300000.0,56300000.0,Benign
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 09:04:21,112636709,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026634301,56300000.0,275.0645379,56300000.0,56300000.0,113000000.0,56300000.0,275.0645379,56300000.0,56300000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.026634301,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,56300000.0,275.0645379,56300000.0,56300000.0,Benign
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 09:07:10,112637986,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026633999,56300000.0,254.5584412,56300000.0,56300000.0,113000000.0,56300000.0,254.5584412,56300000.0,56300000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.026633999,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,56300000.0,254.5584412,56300000.0,56300000.0,Benign
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 09:09:59,112639124,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02663373,56300000.0,141.4213562,56300000.0,56300000.0,113000000.0,56300000.0,141.4213562,56300000.0,56300000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.02663373,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,56300000.0,141.4213562,56300000.0,56300000.0,Benign
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 09:12:48,112639904,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026633545,56300000.0,65.05382387,56300000.0,56300000.0,113000000.0,56300000.0,65.05382387,56300000.0,56300000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.026633545,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,56300000.0,65.05382387,56300000.0,56300000.0,Benign
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 09:15:36,112640521,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0266334,56300000.0,34.64823228,56300000.0,56300000.0,113000000.0,56300000.0,34.64823228,56300000.0,56300000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0266334,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,56300000.0,34.64823228,56300000.0,56300000.0,Benign
172.31.69.1-172.31.69.25-67-68-17,172.31.69.25,68,172.31.69.1,67,17,20/02/2018 08:50:51,716,1,1,300.0,329.0,300.0,300.0,300.0,0.0,329.0,329.0,329.0,0.0,878491.6201,2793.296089,716.0,0.0,716.0,716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1396.648045,1396.648045,300.0,329.0,309.6666667,16.74315781,280.3333333,0,0,0,0,0,0,0,0,1.0,464.5,300.0,329.0,0,0,0,0,0,0,1,300,1,329,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 09:18:25,112640823,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026633328,56300000.0,38.89087297,56300000.0,56300000.0,113000000.0,56300000.0,38.89087297,56300000.0,56300000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.026633328,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,56300000.0,38.89087297,56300000.0,56300000.0,Benign
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 09:21:14,112641101,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026633262,56300000.0,84.14570696,56300000.0,56300000.0,113000000.0,56300000.0,84.14570696,56300000.0,56300000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.026633262,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,56300000.0,84.14570696,56300000.0,56300000.0,Benign
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 09:24:03,112641317,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026633211,56300000.0,28.99137803,56300000.0,56300000.0,113000000.0,56300000.0,28.99137803,56300000.0,56300000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.026633211,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,56300000.0,28.99137803,56300000.0,56300000.0,Benign
131.202.242.193-172.31.69.25-6407-22-6,172.31.69.25,22,131.202.242.193,6407,6,20/02/2018 08:32:55,1868765,3,4,384.0,64.0,192.0,64.0,128.0,64.0,64.0,0.0,16.0,32.0,239.7305172,3.745789331,311460.8333,681616.8996,1701354.0,77.0,1785235.0,892617.5,1262242.88,1785158.0,77.0,1825575.0,608525.0,946672.0312,1701354.0,40167.0,1,0,0,0,60,80,1.605338285,2.140451047,0.0,192.0,64.0,68.41887793,4681.142857,0,1,0,0,1,0,0,0,1.0,73.14285714,128.0,16.0,0,0,0,0,0,0,3,384,4,64,253,256,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.69.25-52.224.180.249-22-1408-6,52.224.180.249,1408,172.31.69.25,22,6,20/02/2018 09:24:01,22029,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.1841209,11014.5,15541.49994,22004.0,25.0,22029.0,22029.0,0.0,22029.0,22029.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,48,28,90.78941395,45.39470698,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,65535,26883,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.69.25-52.224.180.249-22-1408-6,52.224.180.249,1408,172.31.69.25,22,6,20/02/2018 09:29:17,62844,6,4,52.0,1017.0,32.0,0.0,8.666666667,13.95229969,976.0,0.0,254.25,481.5546871,17010.3749,159.1241805,6982.666667,9335.648799,20887.0,7.0,62844.0,12568.8,11709.41502,24073.0,7.0,41914.0,13971.33333,11781.50807,22015.0,448.0,0,0,0,0,200,136,95.47450831,63.6496722,0.0,976.0,97.18181818,291.8550387,85179.36364,0,0,0,1,0,0,0,0,0.0,106.9,8.666666667,254.25,0,0,0,0,0,0,6,52,4,1017,29200,210,2,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.69.25-122.226.181.165-22-59422-6,122.226.181.165,59422,172.31.69.25,22,6,20/02/2018 09:29:15,4449359,13,12,1123.0,1969.0,648.0,0.0,86.38461538,184.2532399,976.0,0.0,164.0833333,351.0618848,694.9315621,5.618786886,185389.9583,444812.7075,2186290.0,13.0,4447875.0,370656.25,583900.0292,2186290.0,5580.0,4449334.0,404484.9091,711392.8289,2505563.0,68.0,0,0,0,0,424,392,2.921769181,2.697017705,0.0,976.0,118.9230769,269.4780025,72618.39385,0,0,0,1,0,0,0,0,0.0,123.68,86.38461538,164.0833333,0,0,0,0,0,0,13,1123,12,1969,29200,230,7,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.69.25-122.226.181.165-22-59422-6,122.226.181.165,59422,172.31.69.25,22,6,20/02/2018 09:29:19,4053664,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.493380803,4053664.0,0.0,4053664.0,4053664.0,4053664.0,4053664.0,0.0,4053664.0,4053664.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,0.493380803,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,259,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
